loan_id,borrower_id,borrower_name,borrower_contact,borrower_email,borrower_id_number,amount,principal_amount,rate,interest_rate,term_months,origination_date,status,current_status,payment_history_json,risk_score,region
ABF000159,BRW000159,Comercial Martínez,Pilar Martínez Gómez,pilar.martínez@comercialmartínez.mx,MNJD532343FD1,249158.64,249158.64,0.3346,33.46,18,2024-11-06,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9681.5}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9876.46}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13139.95}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10139.27}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14443.81}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11552.89}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6056.6}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14166.97}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9524.32}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7030.21}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5686.39}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11862.66}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10772.42}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9609.54}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6101.99}]",604,Querétaro
ABF000160,BRW000160,Exportadora Fernández,Carlos Fernández Martínez,carlos.fernández@exportadorafernández.mx,TWRE613496F0Z,46469.2,46469.2,0.3251,32.51,12,2024-03-08,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10186.18}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5498.71}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6110.83}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13950.58}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7387.67}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7754.59}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11995.12}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8928.85}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13240.69}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9951.72}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7035.75}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12058.53}]",673,Guadalajara
ABF000161,BRW000161,Importadora Gómez,Laura Gómez Suárez,laura.gómez@importadoragómez.mx,XKKZ305364GYS,316422.81,316422.81,0.28,28,24,2023-06-24,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6093.86}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10672.67}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13353.59}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6673.05}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5939.1}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12361.86}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12348.15}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7573.4}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8642.89}, {""month"": 10, ""status"": ""late"", ""days_late"": 6, ""amount_paid"": 8011.34}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10178.31}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13651.28}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9843.55}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10193.09}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6479.0}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7202.56}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8571.94}, {""month"": 18, ""status"": ""late"", ""days_late"": 10, ""amount_paid"": 12410.12}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8594.2}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6938.42}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11387.34}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13771.44}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13992.21}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14583.06}]",734,Tijuana
ABF000162,BRW000162,Exportadora Romero,Pilar Romero Martínez,pilar.romero@exportadoraromero.mx,UVCN656334YGW,225286.81,225286.81,0.2811,28.11,24,2023-04-23,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14666.71}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11643.2}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7882.6}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5155.92}, {""month"": 5, ""status"": ""late"", ""days_late"": 5, ""amount_paid"": 13254.71}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9883.66}, {""month"": 7, ""status"": ""late"", ""days_late"": 6, ""amount_paid"": 11602.53}, {""month"": 8, ""status"": ""late"", ""days_late"": 5, ""amount_paid"": 6377.19}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12852.63}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14585.24}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14536.85}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6426.44}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9320.51}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7908.02}, {""month"": 15, ""status"": ""late"", ""days_late"": 15, ""amount_paid"": 8546.32}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11370.45}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14669.07}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7612.61}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8107.36}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11789.23}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10781.67}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6995.07}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10542.84}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5855.98}]",745,Ciudad de México
ABF000163,BRW000163,Importadora Ramírez,Elena Ramírez Serrano,elena.ramírez@importadoraramírez.mx,VRWQ461861QJH,85294.54,85294.54,0.28,28,36,2024-03-07,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6259.36}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9628.08}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10180.08}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5846.59}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14861.74}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10943.4}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10654.43}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13643.14}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10846.17}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12169.51}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10162.64}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14672.78}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13950.52}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6547.75}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12191.42}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13056.17}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7007.0}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6530.22}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10198.23}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6036.07}, {""month"": 21, ""status"": ""late"", ""days_late"": 9, ""amount_paid"": 9438.16}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6218.11}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14826.96}]",809,Tijuana
ABF000164,BRW000164,Distribuidora Gutiérrez,Diego Gutiérrez Torres,diego.gutiérrez@distribuidoragutiérrez.mx,OYUN1393641U5,71294.45,71294.45,0.2809,28.09,18,2023-10-24,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9168.96}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5279.71}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10642.09}, {""month"": 4, ""status"": ""late"", ""days_late"": 5, ""amount_paid"": 5340.84}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11571.91}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14081.08}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6393.04}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9583.5}, {""month"": 9, ""status"": ""late"", ""days_late"": 3, ""amount_paid"": 8577.48}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10032.06}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12062.25}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5627.66}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8518.67}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8392.91}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12866.97}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12626.08}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8939.29}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11451.34}]",696,Guadalajara
ABF000165,BRW000165,Comercial Navarro,María Navarro Torres,maría.navarro@comercialnavarro.mx,FVXJ450179NHT,64992.31,64992.31,0.4122,41.22,24,2024-11-12,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6739.98}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12558.14}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5643.7}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6144.74}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5728.82}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11065.33}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14235.51}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11987.26}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14888.71}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6997.34}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9375.15}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7011.93}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13138.38}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6922.96}]",749,Hermosillo
ABF000166,BRW000166,Exportadora Ruiz,José Ruiz González,josé.ruiz@exportadoraruiz.mx,PPCO920056FAU,73246.57,73246.57,0.3315,33.15,36,2024-04-30,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9388.78}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13739.77}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6271.92}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6009.13}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5514.79}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5225.42}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7898.96}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8904.26}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13724.43}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7880.69}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7413.98}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11112.47}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11186.45}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13918.08}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14369.27}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11532.32}, {""month"": 17, ""status"": ""late"", ""days_late"": 7, ""amount_paid"": 7608.81}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12647.36}, {""month"": 19, ""status"": ""late"", ""days_late"": 43, ""amount_paid"": 10470.87}, {""month"": 20, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 21, ""status"": ""late"", ""days_late"": 45, ""amount_paid"": 9935.55}]",644,Puebla
ABF000167,BRW000167,Comercial Jiménez,Rosa Jiménez Domínguez,rosa.jiménez@comercialjiménez.mx,BXSQ2219277DT,111416.05,111416.05,0.3096,30.96,24,2023-01-22,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8871.25}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6252.37}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10495.45}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6179.93}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14035.51}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8431.26}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7381.7}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5100.5}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12525.69}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10362.18}, {""month"": 11, ""status"": ""late"", ""days_late"": 13, ""amount_paid"": 5148.99}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13126.22}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6267.16}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5437.19}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11552.09}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7924.13}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9787.01}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5768.04}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10436.46}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12352.19}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14151.01}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12131.34}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12802.08}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11536.44}]",734,Monterrey
ABF000168,BRW000168,Exportadora Jiménez,María Jiménez Vázquez,maría.jiménez@exportadorajiménez.mx,WUYT859929JFP,101677.77,101677.77,0.3154,31.54,12,2023-02-06,current,current,"[{""month"": 1, ""status"": ""late"", ""days_late"": 5, ""amount_paid"": 10882.4}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14650.96}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13545.74}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5188.48}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9440.2}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8793.27}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10324.92}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5313.06}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14372.24}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12544.78}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13281.58}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12533.18}]",655,Aguascalientes
ABF000169,BRW000169,Comercial Rodríguez,Jorge Rodríguez Alonso,jorge.rodríguez@comercialrodríguez.mx,HPIB1728165M1,37988.23,37988.23,0.3375,33.75,12,2023-09-24,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14509.67}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7499.33}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8375.32}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11155.47}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11592.3}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13102.59}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6243.06}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8209.89}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6787.84}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9399.09}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14658.85}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13443.25}]",655,Guadalajara
ABF000170,BRW000170,Importadora Díaz,Teresa Díaz Blanco,teresa.díaz@importadoradíaz.mx,MZQE099068ISI,204982.32,204982.32,0.28,28,12,2024-11-01,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12145.5}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7574.45}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13574.9}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12183.19}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8497.3}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9438.13}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7369.79}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8713.59}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9159.7}, {""month"": 10, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 11, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 12, ""status"": ""late"", ""days_late"": 31, ""amount_paid"": 8265.41}]",592,Hermosillo
ABF000171,BRW000171,Exportadora Vázquez,Ramón Vázquez Blanco,ramón.vázquez@exportadoravázquez.mx,JJNX6644584JR,57611.44,57611.44,0.345,34.5,24,2024-12-30,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5784.45}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14355.18}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10034.96}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10482.33}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12330.46}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10277.56}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9723.29}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9410.17}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13360.09}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7440.29}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12676.43}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9558.21}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6154.17}]",661,Querétaro
ABF000172,BRW000172,Comercial Alonso,Teresa Alonso Gutiérrez,teresa.alonso@comercialalonso.mx,ZBTJ44482446R,82297.3,82297.3,0.331,33.1,18,2024-11-21,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5815.06}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14832.48}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11326.3}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13998.72}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5155.12}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7633.76}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14301.25}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6263.98}, {""month"": 9, ""status"": ""late"", ""days_late"": 7, ""amount_paid"": 5239.31}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5730.15}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10293.1}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9223.59}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11969.29}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7933.92}]",686,Aguascalientes
ABF000173,BRW000173,Importadora Blanco,Miguel Blanco Martínez,miguel.blanco@importadorablanco.mx,YGPC220551L1W,103018.05,103018.05,0.3063,30.63,12,2023-03-27,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12730.06}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9932.93}, {""month"": 3, ""status"": ""late"", ""days_late"": 9, ""amount_paid"": 13973.02}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13440.65}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8228.0}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6784.16}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13139.87}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14892.05}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10191.35}, {""month"": 10, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 11, ""status"": ""late"", ""days_late"": 52, ""amount_paid"": 7847.91}, {""month"": 12, ""status"": ""late"", ""days_late"": 48, ""amount_paid"": 7738.49}]",612,Aguascalientes
